ID;Valid;Case;TubeCount;DistanceFactor;TotalMassFlow(kg/s);MassFlowPerTube (kg/s);InnerTubeRadius(m);PressureDrop(Pa);OutletTemperature(K);MeanTubeTemps(K);MaxTubeTemp(K);MinTubeTemp(K);HeatTransferBalance_Inlet/Outlet(W);HeatTransferPerAreaMean(W/m2);HeatTransferPerAreaSTD(W/m2);HeatTransferPerAreaVAR(W/m2);HeatTransferMean(W);HeatTransferSTD(W);HeatTransferVAR(W);TotalHeatTransfer(W);Total Heat Transfer averaged over all Tubes according to correlation Q(T_wall) (kW);HeatTransferPerMassFlow( W / kg/s);TotalHeatFlux by Radition (W);TotalHeatFlux by Conduction (W);HeatFluxRatio (Rad/Total);HeatFluxRatio (Cond/Total);TotalHeatInHotGas(1800K to 800K);;;ResidenceTimeTOTALFlueGas (s/kg);ResidenceTimeFlueGas (s/kg);Total view factor (-);Approximated View Factor Per Tube (-);Average Yield of CO (-);Average Space Time Yield of CO (mol/m3/s);Average Space Time Yield of H2 (mol/m3/s)
514;1;c-aligned;15;5.11;0.075;0.005;0.04;0.312332277;1104;996;1103;514;-89385;18969;3279;10749325;5959;1030;1060836;89385;;1191796;84498;4887;94.53%;5.47%;;;;13.33333333;200;4.629378976;0.330669927;0.21653;3.2635;28.422
515;1;c-aligned;15;5.84;0.075;0.005;0.04;0.323895295;1101;997;1124;515;-89526;18999;3975;15801064;5968;1249;1559385;89525;;1193672;84538;4987;94.43%;5.57%;;;;13.33333333;200;4.064730259;0.290337876;0.21846;3.2933;28.429
516;1;c-aligned;15;6.205;0.075;0.005;0.04;0.337170738;1101;997;1137;516;-89414;18975;4307;18554262;5961;1353;1831094;89414;;1192188;84370;5044;94.36%;5.64%;;;;13.33333333;200;3.829565913;0.273540422;0.21883;3.2992;28.397
517;1;c-aligned;15;1.825;0.15;0.01;0.04;1.246149349;1243;1051;1132;517;-116454;24719;2863;8197916;7765;899;809041;116480;;776534;110856;5623;95.17%;4.83%;;;;6.666666667;100;9.304177408;0.664584101;0.33375;5.0393;34.024
518;1;c-aligned;15;2.19;0.15;0.01;0.04;1.198783293;1227;1059;1132;518;-120874;25653;2167;4694377;8059;681;463282;120880;;805869;115207;5675;95.31%;4.69%;;;;6.666666667;100;8.641143623;0.617224544;0.35398;5.3462;34.913
519;1;c-aligned;15;2.555;0.15;0.01;0.04;1.153327108;1215;1065;1134;519;-123767;26266;1880;3534039;8252;591;348769;123773;;825153;118059;5714;95.38%;4.62%;;;;6.666666667;100;8.068507319;0.576321951;0.36734;5.5492;35.479
520;1;c-aligned;15;2.92;0.15;0.01;0.04;1.118961736;1207;1069;1137;520;-125804;26698;1793;3213433;8387;563;317129;125807;;838715;120002;5805;95.39%;4.61%;;;;6.666666667;100;7.436974792;0.531212485;0.37679;5.6927;35.872
521;1;c-aligned;15;3.285;0.15;0.01;0.04;1.835318981;1216;1071;1163;521;-3264;26917;2487;6185459;8456;781;610437;126840;;845603;121350;5490;95.67%;4.33%;;;;6.666666667;100;6.803442374;0.48596017;0.38239;5.7785;36.057
522;1;c-aligned;15;3.465;0.15;0.01;0.04;1.070769446;1199;1073;1143;522;-127840;27134;1867;3486786;8524;587;344106;127862;;852413;121888;5972;95.33%;4.67%;;;;6.666666667;100;6.517474737;0.46553391;0.38645;5.8395;36.269
523;1;c-aligned;15;3.65;0.15;0.01;0.04;1.064525241;1196;1074;1146;523;-128396;27246;1921;3691272;8559;604;364287;128389;;855925;122373;6015;95.31%;4.69%;;;;6.666666667;100;6.255724806;0.446837486;0.38897;5.8779;36.37
524;1;c-aligned;15;4.015;0.15;0.01;0.04;1.044536704;1192;1076;1152;524;-129313;27441;2063;4256202;8620;648;420039;129306;;862038;123169;6136;95.25%;4.75%;;;;6.666666667;100;5.785756045;0.413268289;0.39342;5.9456;36.544
525;1;c-aligned;15;4.38;0.15;0.01;0.04;1.035081706;1189;1077;1158;525;-130047;27596;2248;5055732;8669;706;498943;130040;;866932;123789;6251;95.19%;4.81%;;;;6.666666667;100;5.356181883;0.38258442;0.39703;6.0008;36.678
526;1;c-aligned;15;5.11;0.15;0.01;0.04;1.042081475;1184;1080;1174;526;-131125;27825;2704;7313195;8741;850;721729;131117;;874116;124667;6450;95.08%;4.92%;;;;6.666666667;100;4.629378976;0.330669927;0.40247;6.0841;36.86
527;1;c-aligned;15;5.84;0.15;0.01;0.04;1.083654457;1181;1081;1194;527;-131532;27911;3287;10801407;8768;1032;1065976;131524;;876829;124833;6691;94.91%;5.09%;;;;6.666666667;100;4.064730259;0.290337876;0.40522;6.1267;36.925
528;1;c-aligned;15;6.205;0.15;0.01;0.04;1.140907824;1181;1081;1207;528;-131455;27895;3596;12933823;8763;1130;1276421;131447;;876316;124570;6878;94.77%;5.23%;;;;6.666666667;100;3.829565913;0.273540422;0.40533;6.1288;36.904
529;1;c-aligned;15;1.825;0.225;0.015;0.04;5.200541845;1169;1031;1118;529;-88841;22439;3257;10608316;7049;1023;1046859;105736;;469936;103874;1864;98.24%;1.76%;;;;4.444444444;66.66666667;9.304177408;0.664584101;0.28585;4.313;31.817
530;1;c-aligned;15;2.19;0.225;0.015;0.04;5.113008276;1162;1047;1128;530;-96997;24168;2773;7687786;7592;871;758653;113880;;506133;111644;2238;98.04%;1.96%;;;;4.444444444;66.66666667;8.641143623;0.617224544;0.32191;4.8595;33.518
531;1;c-aligned;15;2.555;0.225;0.015;0.04;4.98376696;1156;1057;1134;531;-107899;25329;2571;6608142;7957;808;652110;119351;;530449;116458;2895;97.58%;2.43%;;;;4.444444444;66.66666667;8.068507319;0.576321951;0.34752;5.2484;34.605
532;1;c-aligned;15;2.92;0.225;0.015;0.04;4.833723631;1153;1064;1140;532;-116644;26077;2529;6394780;8192;794;631055;122875;;546111;119378;3499;97.15%;2.85%;;;;4.444444444;66.66666667;7.436974792;0.531212485;0.36393;5.4977;35.298
533;1;c-aligned;15;3.285;0.225;0.015;0.04;4.682571784;1152;1069;1147;533;-119687;26627;2585;6684404;8365;812;659636;125469;;557639;121600;3871;96.92%;3.09%;;;;4.444444444;66.66666667;6.803442374;0.48596017;0.37615;5.6835;35.806
534;1;c-aligned;15;3.465;0.225;0.015;0.04;4.6577581;1152;1071;1150;534;-120174;26872;2613;6828114;8442;821;673818;126625;;562776;122605;4022;96.83%;3.18%;;;;4.444444444;66.66666667;6.517474737;0.46553391;0.38163;5.7667;36.031
535;1;c-aligned;15;3.65;0.225;0.015;0.04;4.603207533;1151;1074;1155;535;-117381;27121;2679;7177842;8520;842;708330;127795;;567980;123781;4016;96.86%;3.14%;;;;4.444444444;66.66666667;6.255724806;0.446837486;0.38719;5.8514;36.256
536;1;c-aligned;15;4.015;0.225;0.015;0.04;4.508291197;1150;1077;1163;536;-122781;27485;2841;8068513;8634;892;796224;129510;;575598;125048;4463;96.56%;3.45%;;;;4.444444444;66.66666667;5.785756045;0.413268289;0.39537;5.9761;36.57
537;1;c-aligned;15;4.38;0.225;0.015;0.04;2.158151508;1261;1140;1215;537;-160687;34098;1781;3172557;10712;560;313095;160677;;714120;153496;7181;95.53%;4.47%;;;;4.444444444;66.66666667;5.356181883;0.38258442;0.54367;8.2403;42.017
538;1;c-aligned;15;5.11;0.225;0.015;0.04;2.163245995;1255;1144;1229;538;-162271;34434;2070;4285704;10817;650;422950;162259;;721152;154792;7467;95.40%;4.60%;;;;4.444444444;66.66666667;4.629378976;0.330669927;0.55128;8.3574;42.254
539;1;c-aligned;15;5.84;0.225;0.015;0.04;2.251404498;1252;1146;1248;539;-163106;34611;2482;6158586;10873;780;607782;163093;;724856;155276;7817;95.21%;4.79%;;;;4.444444444;66.66666667;4.064730259;0.290337876;0.55582;8.4274;42.386
540;1;c-aligned;15;6.205;0.225;0.015;0.04;2.386709509;1251;1147;1260;540;-163259;34643;2723;7412380;10883;855;731517;163245;;725531;155120;8125;95.02%;4.98%;;;;4.444444444;66.66666667;3.829565913;0.273540422;0.55651;8.4383;42.391
541;1;c-aligned;15;1.825;0.3;0.02;0.04;9.473650023;1182;1052;1144;541;-97913;24598;3342;11171277;7727;1050;1102414;115906;;386355;114025;1883;98.38%;1.62%;;;;3.333333333;50;9.304177408;0.664584101;0.3322;5.0161;33.915
542;1;c-aligned;15;2.19;0.3;0.02;0.04;9.312666272;1175;1069;1155;542;-108153;26552;2796;7814942;8341;878;771201;125115;;417049;122997;2120;98.31%;1.69%;;;;3.333333333;50;8.641143623;0.617224544;0.37514;5.6684;35.739
543;1;c-aligned;15;2.555;0.3;0.02;0.04;8.959485257;1172;1082;1165;543;-124214;27945;2570;6606547;8779;807;651953;131678;;438926;128651;3029;97.70%;2.30%;;;;3.333333333;50;8.068507319;0.576321951;0.40573;6.1336;37
544;1;c-aligned;15;2.92;0.3;0.02;0.04;8.667849789;1170;1089;1168;544;-134448;28714;2490;6197813;9020;782;611618;135303;;451011;131736;3570;97.36%;2.64%;;;;3.333333333;50;7.436974792;0.531212485;0.42274;6.3927;37.659
545;1;c-aligned;15;3.285;0.3;0.02;0.04;8.240790693;1173;1096;1173;545;-133669;29520;2503;6266625;9274;786;618409;139103;;463676;135122;3983;97.14%;2.86%;;;;3.333333333;50;6.803442374;0.48596017;0.44083;6.6687;38.33
546;1;c-aligned;15;3.465;0.3;0.02;0.04;8.244982001;1171;1098;1173;546;-134992;29700;2520;6350707;9330;792;626706;139950;;466501;135962;3990;97.15%;2.85%;;;;3.333333333;50;6.517474737;0.46553391;0.4449;6.731;38.48
547;1;c-aligned;15;3.65;0.3;0.02;0.04;8.168378499;1170;1100;1175;547;-131801;29929;2571;6608398;9402;808;652136;141029;;470098;137058;3974;97.18%;2.82%;;;;3.333333333;50;6.255724806;0.446837486;0.45016;6.8112;38.671
548;1;c-aligned;15;4.015;0.3;0.02;0.04;7.957266487;1169;1104;1183;548;-139075;30336;2701;7295410;9530;848;719932;142945;;476485;138405;4543;96.82%;3.18%;;;;3.333333333;50;5.785756045;0.413268289;0.45955;6.9546;39.012
549;1;c-aligned;15;4.38;0.3;0.02;0.04;7.717023298;1175;1112;1197;549;-141257;31068;2827;7990792;9760;888;788554;146396;;487985;141373;5025;96.57%;3.43%;;;;3.333333333;50;5.356181883;0.38258442;0.47667;7.216;39.639
550;1;c-aligned;15;5.11;0.3;0.02;0.04;7.495258429;1181;1119;1225;550;-144777;31730;3178;10101044;9968;998;996800;149516;;498386;143854;5665;96.21%;3.79%;;;;3.333333333;50;4.629378976;0.330669927;0.49195;7.4501;40.164
551;1;c-aligned;15;5.84;0.3;0.02;0.04;7.309292832;1195;1122;1231;551;-142504;32064;3417;11679232;10072;1074;1152540;151087;;503624;144299;6791;95.51%;4.50%;;;;3.333333333;50;4.064730259;0.290337876;0.49929;7.5626;40.405
552;1;c-aligned;15;6.205;0.3;0.02;0.04;7.331532169;1205;1127;1241;552;-125246;32480;3436;11805807;10203;1079;1165031;153049;;510164;146909;6143;95.99%;4.01%;;;;3.333333333;50;3.829565913;0.273540422;0.50872;7.707;40.73
553;1;c-aligned;15;1.825;0.375;0.025;0.04;15.0394962;1193;1067;1164;553;-98333;26160;3384;11454048;8218;1063;1130318;123268;;328715;121261;2010;98.37%;1.63%;;;;2.666666667;40;9.304177408;0.664584101;0.36732;5.5501;35.379
554;1;c-aligned;15;2.19;0.375;0.025;0.04;14.54526154;1189;1088;1179;554;-120446;28434;2790;7782578;8932;876;768007;133984;;357290;131518;2469;98.16%;1.84%;;;;2.666666667;40;8.641143623;0.617224544;0.41742;6.3118;37.435
555;1;c-aligned;15;2.555;0.375;0.025;0.04;13.99159729;1186;1100;1188;555;-136979;29823;2539;6447037;9369;798;636212;140529;;374743;137368;3164;97.75%;2.25%;;;;2.666666667;40;8.068507319;0.576321951;0.44822;6.7814;38.611
556;1;c-aligned;15;2.92;0.375;0.025;0.04;13.54107019;1185;1108;1191;556;-149549;30627;2417;5842746;9621;759;576579;144319;;384850;140590;3731;97.42%;2.59%;;;;2.666666667;40;7.436974792;0.531212485;0.46617;7.0554;39.272
557;1;c-aligned;15;3.285;0.375;0.025;0.04;12.79053432;1191;1117;1199;557;-143564;31634;2401;5762571;9937;754;568667;149060;;397494;144909;4154;97.22%;2.79%;;;;2.666666667;40;6.803442374;0.48596017;0.48918;7.4068;40.111
558;1;c-aligned;15;3.465;0.375;0.025;0.04;13.03969742;1185;1117;1197;558;-150596;31611;2422;5864285;9930;761;578704;148955;;397213;144881;4077;97.26%;2.74%;;;;2.666666667;40;6.517474737;0.46553391;0.48866;7.3987;40.093
559;1;c-aligned;15;3.65;0.375;0.025;0.04;12.89625152;1184;1120;1199;559;-145585;31854;2461;6055591;10007;773;597583;150099;;400265;146155;3948;97.37%;2.63%;;;;2.666666667;40;6.255724806;0.446837486;0.49435;7.4857;40.299
560;1;c-aligned;15;4.015;0.375;0.025;0.04;12.29968266;1187;1125;1203;560;-151776;32441;2554;6524413;10191;802;643848;152865;;407640;148183;4685;96.94%;3.06%;;;;2.666666667;40;5.785756045;0.413268289;0.508;7.6943;40.783
561;1;c-aligned;15;4.38;0.375;0.025;0.04;12.13682111;1191;1132;1215;561;-155500;33094;2667;7114390;10396;838;702068;155941;;415844;150721;5224;96.65%;3.35%;;;;2.666666667;40;5.356181883;0.38258442;0.52241;7.9153;41.261
562;1;c-aligned;15;5.11;0.375;0.025;0.04;11.53609725;1202;1143;1239;562;-158932;34088;2943;8659729;10708;924;854567;160625;;428332;154490;6138;96.18%;3.82%;;;;2.666666667;40;4.629378976;0.330669927;0.54495;8.2613;41.997
563;1;c-aligned;15;5.84;0.375;0.025;0.04;11.53439262;1213;1146;1250;563;-153891;34308;3171;10052169;10777;996;991977;161660;;431094;154004;7659;95.26%;4.74%;;;;2.666666667;40;4.064730259;0.290337876;0.54993;8.3379;42.153
564;1;c-aligned;15;6.205;0.375;0.025;0.04;11.55519415;1226;1151;1263;564;-132843;34828;3139;9851042;10941;986;972129;164111;;437630;157567;6550;96.01%;3.99%;;;;2.666666667;40;3.829565913;0.273540422;0.56153;8.516;42.528
565;1;c-aligned;15;1.825;0.45;0.03;0.04;21.97024425;1205;1082;1183;565;-88447;27576;3433;11788103;8663;1079;1163284;129941;;288758;127564;2379;98.17%;1.83%;;;;2.222222222;33.33333333;9.304177408;0.664584101;0.39982;6.0446;36.689
566;1;c-aligned;15;2.19;0.45;0.03;0.04;21.06307066;1200;1101;1194;566;-132633;29755;2745;7533594;9347;862;743437;140210;;311577;137292;2920;97.92%;2.08%;;;;2.222222222;33.33333333;8.641143623;0.617224544;0.44736;6.7684;38.571
567;1;c-aligned;15;2.555;0.45;0.03;0.04;19.98557487;1202;1116;1207;567;-146219;31438;2487;6183745;9876;781;610230;148139;;329199;144476;3666;97.53%;2.47%;;;;2.222222222;33.33333333;8.068507319;0.576321951;0.48498;7.3428;39.947
568;1;c-aligned;15;2.92;0.45;0.03;0.04;19.09698344;1205;1125;1210;568;-156139;32315;2314;5356844;10152;727;528629;152273;;338384;148192;4084;97.32%;2.68%;;;;2.222222222;33.33333333;7.436974792;0.531212485;0.50473;7.6443;40.669
569;1;c-aligned;15;3.285;0.45;0.03;0.04;18.65895237;1206;1134;1218;569;-158942;33234;2282;5207782;10440;717;513919;156602;;348004;152030;4575;97.08%;2.92%;;;;2.222222222;33.33333333;6.803442374;0.48596017;0.52549;7.962;41.396
570;1;c-aligned;15;3.465;0.45;0.03;0.04;19.0238243;1197;1131;1214;570;-161677;32933;2338;5468234;10346;735;539621;155183;;344851;150999;4188;97.30%;2.70%;;;;2.222222222;33.33333333;6.517474737;0.46553391;0.51869;7.8579;41.159
571;1;c-aligned;15;3.65;0.45;0.03;0.04;18.87841891;1196;1134;1217;571;-158978;33288;2366;5595899;10457;743;552219;156855;;348567;152655;4204;97.32%;2.68%;;;;2.222222222;33.33333333;6.255724806;0.446837486;0.52669;7.9805;41.43
572;1;c-aligned;15;4.015;0.45;0.03;0.04;17.62960614;1202;1141;1222;572;-162595;33910;2432;5916525;10653;764;583860;159789;;355086;154891;4901;96.93%;3.07%;;;;2.222222222;33.33333333;5.785756045;0.413268289;0.54054;8.1929;41.887
573;1;c-aligned;15;4.38;0.45;0.03;0.04;17.36460914;1206;1149;1231;573;-165383;34648;2524;6369268;10884;793;628538;163264;;362809;157706;5561;96.60%;3.41%;;;;2.222222222;33.33333333;5.356181883;0.38258442;0.55716;8.4481;42.426
574;1;c-aligned;15;5.11;0.45;0.03;0.04;16.7029828;1217;1160;1251;574;-169151;35618;2753;7576406;11189;865;747661;167835;;372967;161052;6787;95.96%;4.04%;;;;2.222222222;33.33333333;4.629378976;0.330669927;0.57978;8.7956;43.147
575;1;c-aligned;15;5.84;0.45;0.03;0.04;17.07518648;1231;1166;1266;575;-151628;36195;2902;8423636;11370;912;831269;170553;;379006;162184;8371;95.09%;4.91%;;;;2.222222222;33.33333333;4.064730259;0.290337876;0.59235;8.989;43.533
576;1;c-aligned;15;6.205;0.45;0.03;0.04;16.74737508;1238;1167;1275;576;-135708;36253;2929;8576854;11389;920;846389;170828;;379618;164214;6621;96.13%;3.88%;;;;2.222222222;33.33333333;3.829565913;0.273540422;0.59353;9.0072;43.565
577;1;c-aligned;15;1.825;0.525;0.035;0.04;30.04663589;1215;1092;1196;577;-89559;28572;3421;11703969;8976;1075;1154981;134635;;256447;131912;2724;97.98%;2.02%;;;;1.904761905;28.57142857;9.304177408;0.664584101;0.42261;6.3917;37.585
578;1;c-aligned;15;2.19;0.525;0.035;0.04;28.56139981;1211;1111;1205;578;-144844;30713;2673;7147113;9648;840;705298;144724;;275665;141664;3065;97.89%;2.12%;;;;1.904761905;28.57142857;8.641143623;0.617224544;0.46911;7.1005;39.364
579;1;c-aligned;15;2.555;0.525;0.035;0.04;27.43692709;1212;1127;1218;579;-154757;32407;2416;5837856;10180;759;576096;152705;;290866;148817;3891;97.45%;2.55%;;;;1.904761905;28.57142857;8.068507319;0.576321951;0.50711;7.681;40.743
580;1;c-aligned;15;2.92;0.525;0.035;0.04;26.0370437;1219;1137;1224;580;-165357;33513;2203;4853487;10528;692;478956;157915;;300790;153410;4507;97.15%;2.85%;;;;1.904761905;28.57142857;7.436974792;0.531212485;0.53187;8.0596;41.617
581;1;c-aligned;15;3.285;0.525;0.035;0.04;25.8344031;1214;1141;1227;581;-175604;33937;2211;4890175;10661;695;482577;159914;;304599;155071;4847;96.97%;3.03%;;;;1.904761905;28.57142857;6.803442374;0.48596017;0.54122;8.203;41.929
582;1;c-aligned;15;3.465;0.525;0.035;0.04;25.57754691;1215;1145;1230;582;-169989;34308;2213;4898237;10777;695;483372;161661;;307926;156813;4851;97.00%;3.00%;;;;1.904761905;28.57142857;6.517474737;0.46553391;0.54945;8.3292;42.197
583;1;c-aligned;15;3.65;0.525;0.035;0.04;25.71608161;1206;1144;1229;583;-166739;34191;2295;5266504;10741;721;519714;161111;;306877;156816;4298;97.33%;2.67%;;;;1.904761905;28.57142857;6.255724806;0.446837486;0.5469;8.2902;42.11
584;1;c-aligned;15;4.015;0.525;0.035;0.04;24.62079023;1215;1152;1236;584;-183763;34963;2306;5315596;10983;724;524558;164746;;313803;159274;5476;96.68%;3.32%;;;;1.904761905;28.57142857;5.785756045;0.413268289;0.56402;8.553;42.662
585;1;c-aligned;15;4.38;0.525;0.035;0.04;23.65963383;1221;1162;1244;585;-172261;35819;2403;5775480;11252;755;569941;168780;;321486;162882;5900;96.51%;3.50%;;;;1.904761905;28.57142857;5.356181883;0.38258442;0.58377;8.8565;43.292
586;1;c-aligned;15;5.11;0.525;0.035;0.04;22.70020184;1228;1173;1261;586;-180239;36778;2611;6819545;11553;820;672972;173302;;330099;165930;7377;95.75%;4.26%;;;;1.904761905;28.57142857;4.629378976;0.330669927;0.60567;9.1934;43.964
587;1;c-aligned;15;5.84;0.525;0.035;0.04;21.73151629;1255;1180;1278;587;-139184;37436;2565;6578093;11760;806;649145;176402;;336003;169422;6981;96.04%;3.96%;;;;1.904761905;28.57142857;4.064730259;0.290337876;0.61963;9.4086;44.379
588;1;c-aligned;15;6.205;0.525;0.035;0.04;20.49630615;1256;1184;1290;588;-136217;37726;2670;7130813;11851;839;703689;177767;;338604;170907;6865;96.14%;3.86%;;;;1.904761905;28.57142857;3.829565913;0.273540422;0.62517;9.4945;44.524
589;1;d-rectangle;14;1.825;0.07;0.005;0.04;0.295638023;1146;990;1062;589;-76132;17962;1922;3695938;5643;604;364748;79000;;1128570;74793;4207;94.67%;5.33%;;;;14.28571429;200;7.600289959;0.542877854;0.19489;2.9358;27.377
590;1;d-rectangle;14;2.19;0.07;0.005;0.04;0.296387734;1134;995;1066;590;-81317;18486;1984;3936852;5807;623;388522;81302;;1161459;76928;4374;94.62%;5.38%;;;;14.28571429;200;6.822944361;0.487353169;0.2053;3.093;27.951
591;1;d-rectangle;14;2.555;0.07;0.005;0.04;0.287867298;1126;998;1073;591;-82377;18730;2243;5030602;5884;705;496463;82374;;1176767;77997;4377;94.69%;5.31%;;;;14.28571429;200;6.141428641;0.438673474;0.21033;3.1692;28.203
592;1;d-rectangle;14;2.92;0.07;0.005;0.04;0.281787835;1121;999;1081;592;-83067;18887;2568;6595289;5933;807;650880;83065;;1186643;78651;4414;94.69%;5.31%;;;;14.28571429;200;5.542667636;0.395904831;0.21379;3.2216;28.356
593;1;d-rectangle;14;3.285;0.07;0.005;0.04;0.278307709;1118;1000;1091;593;-83522;18990;2960;8759075;5966;930;864421;83520;;1193145;79051;4469;94.65%;5.35%;;;;14.28571429;200;5.022628473;0.358759177;0.2163;3.2598;28.452
594;1;d-rectangle;14;3.465;0.07;0.005;0.04;0.276787622;1116;1001;1097;594;-83687;19028;3158;9974240;5978;992;984344;83686;;1195508;79186;4499;94.62%;5.38%;;;;14.28571429;200;4.786969658;0.341926404;0.21733;3.2755;28.485
595;1;d-rectangle;14;3.65;0.07;0.005;0.04;0.277090992;1115;1001;1104;595;-83820;19058;3371;11364401;5987;1059;1121537;83818;;1197400;79287;4531;94.59%;5.41%;;;;14.28571429;200;4.571126077;0.326509006;0.2183;3.2902;28.509
596;1;d-rectangle;14;4.015;0.07;0.005;0.04;0.2787775;1113;1001;1118;596;-84012;19102;3797;14416398;6001;1193;1422734;84011;;1200159;79419;4592;94.53%;5.47%;;;;14.28571429;200;4.191466388;0.299390456;0.22003;3.3168;28.539
597;1;d-rectangle;14;4.38;0.07;0.005;0.04;0.279695652;1111;1002;1136;597;-83981;19120;4251;18068146;6007;1335;1783128;84091;;1201302;79432;4659;94.46%;5.54%;;;;14.28571429;200;3.861599974;0.27582857;0.22146;3.3389;28.546
598;1;d-rectangle;14;5.11;0.07;0.005;0.04;0.334688244;1107;1002;1173;598;-84266;19160;5079;25797642;6019;1596;2545933;84266;;1203796;79366;4900;94.19%;5.81%;;;;14.28571429;200;3.325026436;0.237501888;0.22444;3.3851;28.562
599;1;d-rectangle;14;5.84;0.07;0.005;0.04;0.46456942;1104;1003;1211;599;-84539;19222;5896;34764298;6038;1852;3430840;84538;;1207691;78977;5561;93.42%;6.58%;;;;14.28571429;200;2.916106829;0.208293345;0.22749;3.4327;28.573
600;1;d-rectangle;14;6.205;0.07;0.005;0.04;0.500855872;1103;1003;1233;600;-84064;19151;6290;39558157;6016;1976;3903956;84227;;1203241;78781;5446;93.53%;6.47%;;;;14.28571429;200;2.746596179;0.196185441;0.22727;3.4302;28.469
601;1;d-rectangle;14;1.825;0.14;0.01;0.04;3.352265461;1100;963;1006;601;-183094;15132;776;602676;4754;244;59478;66554;;475383;64469;2074;96.87%;3.12%;;;;7.142857143;100;7.600289959;0.542877854;0.14529;2.1869;24.496
602;1;d-rectangle;14;2.19;0.14;0.01;0.04;1.00491184;1215;1072;1141;602;-116781;26541;1847;3413030;8338;580;336827;116730;;833788;111112;5618;95.19%;4.81%;;;;7.142857143;100;6.822944361;0.487353169;0.37355;5.6435;35.738
603;1;d-rectangle;14;2.555;0.14;0.01;0.04;0.966748961;1206;1076;1147;603;-118827;27021;2023;4091293;8488;635;403764;118839;;848849;113219;5620;95.27%;4.73%;;;;7.142857143;100;6.141428641;0.438673474;0.38424;5.8061;36.17
604;1;d-rectangle;14;2.92;0.14;0.01;0.04;0.939356368;1200;1079;1156;604;-120331;27358;2280;5196526;8595;716;512838;120323;;859450;114626;5697;95.26%;4.74%;;;;7.142857143;100;5.542667636;0.395904831;0.39191;5.923;36.467
605;1;d-rectangle;14;3.285;0.14;0.01;0.04;0.925672518;1195;1082;1167;605;-121394;27600;2614;6834150;8670;821;674453;121386;;867043;115570;5816;95.21%;4.79%;;;;7.142857143;100;5.022628473;0.358759177;0.39752;6.0087;36.669
606;1;d-rectangle;14;3.465;0.14;0.01;0.04;0.920704186;1193;1083;1173;606;-121805;27693;2787;7764894;8700;875;766307;121797;;869979;115919;5878;95.17%;4.83%;;;;7.142857143;100;4.786969658;0.341926404;0.39975;6.0427;36.744
607;1;d-rectangle;14;3.65;0.14;0.01;0.04;0.919156114;1191;1084;1180;607;-122150;27772;2973;8840305;8724;934;872437;122142;;872443;116207;5935;95.14%;4.86%;;;;7.142857143;100;4.571126077;0.326509006;0.40167;6.0722;36.807
608;1;d-rectangle;14;4.015;0.14;0.01;0.04;0.934380713;1188;1085;1194;608;-122700;27897;3331;11096434;8764;1046;1095092;122692;;876370;116626;6065;95.06%;4.94%;;;;7.142857143;100;4.191466388;0.299390456;0.40492;6.1221;36.911
609;1;d-rectangle;14;4.38;0.14;0.01;0.04;1.036567304;1194;1089;1220;609;-87925;28216;3828;14650882;8864;1202;1445881;124094;;886385;117960;6133;95.06%;4.94%;;;;7.142857143;100;3.861599974;0.27582857;0.41264;6.2404;37.172
610;1;d-rectangle;14;5.11;0.14;0.01;0.04;1.089311838;1181;1088;1253;610;-123361;28047;4483;20098819;8811;1408;1983525;123354;;881098;116499;6854;94.44%;5.56%;;;;7.142857143;100;3.325026436;0.237501888;0.40957;6.1948;36.982
611;1;d-rectangle;14;5.84;0.14;0.01;0.04;1.796886449;1182;1088;1292;611;-122921;27946;5338;28491019;8779;1677;2811739;122910;;877927;114664;8246;93.29%;6.71%;;;;7.142857143;100;2.916106829;0.208293345;0.40673;6.1533;36.775
612;1;d-rectangle;14;6.205;0.14;0.01;0.04;1.888271888;1203;1078;1306;612;-114216;26858;6128;37547535;8437;1925;3705529;118123;;843732;110519;7603;93.56%;6.44%;;;;7.142857143;100;2.746596179;0.196185441;0.38309;5.795;35.722
613;1;d-rectangle;14;1.825;0.21;0.015;0.04;4.557207662;1100;969;1013;613;-206469;15667;832;692748;4922;261;68367;68907;;328127;60555;8370;87.88%;12.15%;;;;4.761904762;66.66666667;7.600289959;0.542877854;0.15384;2.3158;25.06
614;1;d-rectangle;14;2.19;0.21;0.015;0.04;-2.167126407;1100;978;1022;614;-180567;16501;889;790974;5184;279;78061;72572;;345579;63037;9524;86.86%;13.12%;;;;4.761904762;66.66666667;6.822944361;0.487353169;0.16835;2.5347;25.946
615;1;d-rectangle;14;2.555;0.21;0.015;0.04;19.0930147;1100;983;1034;615;-202054;17017;1290;1664891;5346;405;164307;74844;;356402;66256;8574;88.53%;11.46%;;;;4.761904762;66.66666667;6.141428641;0.438673474;0.17805;2.6813;26.481
616;1;d-rectangle;14;2.92;0.21;0.015;0.04;4.0382286;1157;1077;1167;616;-109827;26955;3175;10083493;8468;998;995068;118548;;564512;115129;3420;97.12%;2.89%;;;;4.761904762;66.66666667;5.542667636;0.395904831;0.38418;5.8061;36.086
617;1;d-rectangle;14;3.285;0.21;0.015;0.04;3.836051715;1160;1083;1184;617;-110697;27599;3552;12615268;8670;1116;1244911;121380;;578000;117518;3865;96.82%;3.18%;;;;4.761904762;66.66666667;5.022628473;0.358759177;0.39884;6.0299;36.642
